Empresa;Estado;Produto;Tipo do Produto;Certificação;Tipo Símbolo
TORREF. NOIVACOLINENSES LTDA.;SP;OURO DO BRASIL;TM;Pureza, Qualidade;Tradicional
TORREF. NOIVACOLINENSES LTDA.;SP;PIRACICABANO;TM;Pureza, Qualidade;Tradicional
TORREF. PAIVA E  DELION - LTDA;SP;GOLD VALLE GOURMET CAFES ESPECIAIS;GR;Pureza, Qualidade;Gourmet
TORREF. PAIVA E  DELION - LTDA;SP;GOLD VALLE GOURMET CLASSICO;GR;Pureza, Qualidade;Gourmet
TORREF. WINDSOR DE MINAS GERAIS LTDA.;MG;3 FILHOS;TM;Pureza, Qualidade;Tradicional
TORREF. WINDSOR DE MINAS GERAIS LTDA.;MG;3 FILHOS;GR;Pureza, Qualidade;Extraforte
TORREF. WINDSOR DE MINAS GERAIS LTDA.;MG;3 FILHOS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
TORREF. WINDSOR DE MINAS GERAIS LTDA.;MG;CAMACHO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
TORREF. WINDSOR DE MINAS GERAIS LTDA.;MG;DAS GERAIS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
TORREF. WINDSOR DE MINAS GERAIS LTDA.;MG;DAS GERAIS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
TORREF. WINDSOR DE MINAS GERAIS LTDA.;MG;WINDSOR;TM;Pureza, Qualidade;Tradicional
TORREFACAO BRASIL LTDA.;MG;DOM JULIO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
TORREFACAO BRASIL LTDA.;MG;DOM JULIO SUPERIOR;TM;Pureza, Qualidade;Superior
TORREFACAO BRASIL LTDA.;MG;DOM JULIO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
TORREFACAO TERRAS DE SANTANA LTDA;MG;BAOZIN;TM;Pureza, Qualidade;Tradicional
TORREFACAO TERRAS DE SANTANA LTDA;MG;DON ATTILIO;GR;Pureza, Qualidade;Gourmet
TORREFACAO TERRAS DE SANTANA LTDA;MG;DON ATTILIO;TM;Pureza, Qualidade;Gourmet
TORREFACAO TERRAS DE SANTANA LTDA;MG;PERFETTO GRANO;TM;Pureza, Qualidade;Superior
TORREFACAO TERRAS DE SANTANA LTDA;MG;PERFETTO GRANO GRAO;GR;Pureza, Qualidade;Superior
TORREFADORA AS LTDA;MG;CAPIXABA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
TORREFADORA AS LTDA;MG;CAPIXABA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
TORREFADORA AS LTDA;MG;CRAVO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
TORREFADORA AS LTDA;MG;FLORESTA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
TORREFADORA AS LTDA;MG;FLORESTA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
TORREFADORA AS LTDA;MG;MAMORE EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
TORREFADORA AS LTDA;MG;MAMORE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
TORREFADORA AS LTDA;MG;PAPAGAIO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
TORREFADORA AS LTDA;MG;PAPAGAIO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
TORREFADORA VILLA DA RAINHA LTDA EPP;SP;DONA MANUELA;TM;Pureza, Qualidade;Gourmet
TREVISANE & TREVISANE LTDA;RO;TREVIZANI EXPRESSO;GR;Pureza, Qualidade;Gourmet
TREVISANE & TREVISANE LTDA;RO;TREVIZANI EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
TREVISANE & TREVISANE LTDA;RO;TREVIZANI PREMIUM;TM;Pureza, Qualidade;Superior
TREVISANE & TREVISANE LTDA;RO;TREVIZANI ROBUSTAS ESPECIAIS DA AMAZONIA;TM;Pureza, Qualidade;Gourmet
TREVISANE & TREVISANE LTDA;RO;TREVIZANI TRADICIONAL;TM;Pureza, Qualidade;Tradicional
UNGI CAFE COM. E EXP. LTDA;MG;BENTO GRAO ESPECIAL;TM;Pureza, Qualidade;Gourmet
UNGI CAFE COM. E EXP. LTDA;MG;BENTO GRAO ESPRESSO GOURMET;GR;Pureza, Qualidade;Gourmet
UNGI CAFE COM. E EXP. LTDA;MG;BENTO GRAO EXTRA FORTE;TM;Pureza, Qualidade;Tradicional
UNGI CAFE COM. E EXP. LTDA;MG;BENTO GRAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
VASCAFE IND. E COM. DE CAFE LTDA.;GO;DONA FIA;TM;Pureza, Qualidade;Tradicional
VASCAFE IND. E COM. DE CAFE LTDA.;GO;VASCAFE;TM;Pureza, Qualidade;Tradicional
VASCAFE IND. E COM. DE CAFE LTDA.;GO;VASCAFE ALTO VACUO;TM;Pureza, Qualidade;Gourmet
VASCAFE IND. E COM. DE CAFE LTDA.;GO;VASCAFE EXPRESSO GRAO;GR;Pureza, Qualidade;Gourmet
VASCAFE IND. E COM. DE CAFE LTDA.;GO;VASCAFE EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
VASCONCELOS IND. COM. IMP. E EXP. LTDA;MG;DU VELHO;TM;Pureza, Qualidade;Extraforte
VASCONCELOS IND. COM. IMP. E EXP. LTDA;MG;PATOSUL EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
VASCONCELOS IND. COM. IMP. E EXP. LTDA;MG;TIO NOBRE;TM;Pureza, Qualidade;Extraforte
VASCONCELOS IND. COM. IMP. E EXP. LTDA;MG;UBAO;TM;Pureza, Qualidade;Extraforte
VASCONCELOS IND. COM. IMP. E EXP. LTDA;MG;VASCONCELOS ESPECIAL;TM;Pureza, Qualidade;Especial
VASCONCELOS IND. COM. IMP. E EXP. LTDA;MG;VASCONCELOS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
VASCONCELOS IND. COM. IMP. E EXP. LTDA;MG;VASCONCELOS GOURMET;TM;Pureza, Qualidade;Gourmet
VASCONCELOS IND. COM. IMP. E EXP. LTDA;MG;VASCONCELOS TORRADO EM GRAOS;GR;Pureza, Qualidade;Tradicional
VASCONCELOS IND. COM. IMP. E EXP. LTDA;MG;VASCONCELOS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
VISTA LINDA IND. E COM. DE CAFES ESPECIAIS LTDA;ES;GLORIA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
VISTA LINDA IND. E COM. DE CAFES ESPECIAIS LTDA;ES;VISTA LINDA CLASSICO;TM;Pureza, Qualidade;Superior
VISTA LINDA IND. E COM. DE CAFES ESPECIAIS LTDA;ES;VISTA LINDA ESPECIAL;TM;Pureza, Qualidade;Superior
VISTA LINDA IND. E COM. DE CAFES ESPECIAIS LTDA;ES;VISTA LINDA EXPRESSO;GR;Pureza, Qualidade;Gourmet
WLE DETTMANN LTDA - ME;ES;DETTMANN;GR;Pureza, Qualidade;Superior
WLE DETTMANN LTDA - ME;ES;DETTMANN - BEBIDA SUAVE;TM;Pureza, Qualidade;Gourmet
WLE DETTMANN LTDA - ME;ES;DETTMANN TRADICIONAL;TM;Pureza, Qualidade;Tradicional
